municipio,planta_id,poblacion,produccion_t,d_km,d_obra_km,C_loopA_euro_t,LC0_euro_hab,CE0_kg_hab,LC_S1_euro_hab,CE_S1_kg_hab,LC_S2_euro_hab,CE_S2_kg_hab,onsite_S2,LC_S2cap_euro_hab,CE_S2cap_kg_hab,onsite_S2cap,LC_S3_euro_hab,CE_S3_kg_hab,onsite_S3,credito_EF5_kg_hab
Medina de las Torres,5,1338,669.0,12.47,32.00,22.65,11.3251,2.5841,11.0635,1.6105,11.0635,1.6105,1,11.0635,1.6105,1,9.2743,1.6105,1,0.2000
Coria,20,12896,6448.0,7.63,6.65,13.73,6.8635,1.6784,6.7120,1.0670,6.7120,1.0670,1,6.7120,1.0670,1,6.6253,1.0670,1,0.2000
Robledillo de la Vera,22,305,152.5,7.37,14.86,16.59,8.2947,1.9168,15.5735,1.2101,8.2947,1.9168,0,8.2947,1.9168,0,7.4266,1.2101,1,0.2000
Bodonal de la Sierra,8,1139,569.5,7.26,12.07,15.60,7.8024,1.8299,9.2764,1.1580,7.8024,1.8299,0,7.8024,1.8299,0,7.2649,1.1580,1,0.2000
Torremenga,22,621,310.5,7.07,14.86,16.48,8.2397,1.9078,11.3696,1.2047,8.2397,1.9078,0,8.2397,1.9078,0,7.3936,1.2047,1,0.2000
Aceuchal,9,5679,2839.5,20.00,18.53,17.71,8.8536,2.4060,8.1524,1.5036,8.1524,1.5036,1,8.1524,1.5036,1,7.7418,1.5036,1,0.2000
Losar de la Vera,22,2966,1483.0,6.82,14.86,16.40,8.1997,1.9003,8.1627,1.2002,8.1627,1.2002,1,8.1627,1.2002,1,7.3696,1.2002,1,0.2000
Sierra de Fuentes,46,2085,1042.5,21.86,12.67,15.58,7.7879,2.2860,8.2718,1.4316,7.7879,2.2860,0,7.7879,2.2860,0,7.0944,1.4316,1,0.2000
Morcillo,25,418,209.0,7.00,8.52,14.07,7.0354,1.7155,12.6021,1.0893,7.0354,1.7155,0,7.0354,1.7155,0,6.8469,1.0893,1,0.2000
Segura de Toro,22,186,93.0,6.42,14.86,16.26,8.1297,1.8883,20.7187,1.1930,8.1297,1.8883,0,8.1297,1.8883,0,7.3276,1.1930,1,0.2000
Sancti-Spíritus,11,237,118.5,8.12,33.44,22.74,11.3721,2.4968,19.7718,1.5581,11.3721,2.4968,0,11.3721,2.4968,0,9.3406,1.5581,1,0.2000
Carrascalejo. El,14,85,42.5,19.98,30.94,21.85,10.9251,2.7777,38.3668,1.7266,10.9251,2.7777,0,10.9251,2.7777,0,8.9825,1.7266,1,0.2000
Parra. La,9,1390,695.0,19.45,18.53,17.52,8.7586,2.3895,9.4537,1.4937,8.7586,2.3895,0,8.7586,2.3895,0,7.6848,1.4937,1,0.2000
Navalmoral de la Mata,27,17228,8614.0,7.24,9.83,14.39,7.1952,1.7621,6.8623,1.1173,6.8623,1.1173,1,6.8623,1.1173,1,6.7801,1.1173,1,0.2000
Descargamaría,31,190,95.0,6.08,30.51,21.62,10.8087,2.3476,22.0431,1.4686,10.8087,2.3476,0,10.8087,2.3476,0,9.0544,1.4686,1,0.2000
Brozas,44,2123,1061.5,2.95,16.91,16.85,8.4245,1.8458,8.6323,1.1675,8.4245,1.8458,0,8.4245,1.8458,0,7.7533,1.1675,1,0.2000
Galisteo,29,1968,984.0,16.07,9.76,14.35,7.1736,2.0250,7.9745,1.2750,7.1736,2.0250,0,7.1736,2.0250,0,6.7485,1.2750,1,0.2000
Jerte,22,1332,666.0,5.61,14.86,15.97,7.9847,1.8640,9.0677,1.1784,7.9847,1.8640,0,7.9847,1.8640,0,7.2406,1.1784,1,0.2000
Oliva de Plasencia,29,286,143.0,15.53,9.76,14.17,7.0836,2.0088,15.3914,1.2653,7.0836,2.0088,0,7.0836,2.0088,0,6.6945,1.2653,1,0.2000
Cabezuela del Valle,22,2129,1064.5,5.51,14.86,15.94,7.9697,1.8610,8.3561,1.1766,7.9697,1.8610,0,7.9697,1.8610,0,7.2316,1.1766,1,0.2000
Abadía,22,325,162.5,5.14,14.86,15.81,7.9047,1.8499,14.8351,1.1699,7.9047,1.8499,0,7.9047,1.8499,0,7.1926,1.1699,1,0.2000
Reina,10,201,100.5,11.18,26.70,19.92,9.9578,2.3865,20.8125,1.4919,9.9578,2.3865,0,9.9578,2.3865,0,8.4437,1.4919,1,0.2000
Millanes,27,257,128.5,6.17,9.83,14.01,7.0052,1.7300,16.3308,1.0980,7.0052,1.7300,0,7.0052,1.7300,0,6.6661,1.0980,1,0.2000
Mirandilla,14,1377,688.5,18.47,30.94,21.32,10.6601,2.7324,10.6116,1.6994,10.6116,1.6994,1,10.6116,1.6994,1,8.8235,1.6994,1,0.2000
Jara¡z de la Vera,22,6467,3233.5,4.75,14.86,15.67,7.8347,1.8382,7.4874,1.1629,7.4874,1.1629,1,7.4874,1.1629,1,7.1506,1.1629,1,0.2000
Gargantilla,22,440,220.0,4.72,14.86,15.66,7.8297,1.8373,12.7796,1.1624,7.8297,1.8373,0,7.8297,1.8373,0,7.1476,1.1624,1,0.2000
Campanario,3,5367,2683.5,13.19,15.82,15.99,7.9939,2.1204,7.6622,1.3322,7.6622,1.3322,1,7.6622,1.3322,1,7.2228,1.3322,1,0.2000
Saucedilla,27,804,402.0,5.79,9.83,13.88,6.9402,1.7186,9.6736,1.0912,6.9402,1.7186,0,6.9402,1.7186,0,6.6271,1.0912,1,0.2000
Valverde de Burguillos,5,322,161.0,9.34,32.00,21.56,10.7801,2.4902,16.6320,1.5541,10.7801,2.4902,0,10.7801,2.4902,0,8.9473,1.5541,1,0.2000
Portaje,20,415,207.5,4.62,6.65,12.68,6.3385,1.5881,12.2272,1.0128,6.3385,1.5881,0,6.3385,1.5881,0,6.3103,1.0128,1,0.2000
Valverde de Leganés,13,4155,2077.5,10.71,22.19,18.11,9.0537,2.2371,8.4339,1.4022,8.4339,1.4022,1,8.4339,1.4022,1,7.8996,1.4022,1,0.2000
Garrovilla. La,14,2506,1253.0,17.95,30.94,21.14,10.5701,2.7168,9.7397,1.6901,9.7397,1.6901,1,9.7397,1.6901,1,8.7695,1.6901,1,0.2000
Carcaboso,29,1108,554.0,14.24,9.76,13.71,6.8536,1.9701,8.7685,1.2421,6.8536,1.9701,0,6.8536,1.9701,0,6.5565,1.2421,1,0.2000
Magacela,3,607,303.5,12.50,15.82,15.75,7.8739,2.0997,11.2430,1.3198,7.8739,2.0997,0,7.8739,2.0997,0,7.1508,1.3198,1,0.2000
Cadalso,31,506,253.0,3.91,30.51,20.86,10.4287,2.2825,13.5979,1.4295,10.4287,2.2825,0,10.4287,2.2825,0,8.8264,1.4295,1,0.2000
Fregenal de la Sierra,8,5237,2618.5,3.43,12.07,14.26,7.1324,1.7150,7.1568,1.0890,7.1324,1.7150,0,7.1324,1.7150,0,6.8629,1.0890,1,0.2000
Montehermoso,25,5799,2899.5,3.91,8.52,12.99,6.4954,1.6228,6.7283,1.0337,6.4954,1.6228,0,6.4954,1.6228,0,6.4954,1.6228,0,0.2000
Jarandilla de la Vera,22,3129,1564.5,3.34,14.86,15.18,7.5897,1.7959,7.7528,1.1375,7.5897,1.7959,0,7.5897,1.7959,0,7.0036,1.1375,1,0.2000
Albalá,41,798,399.0,3.35,14.01,14.87,7.4374,1.7709,9.9953,1.1225,7.4374,1.7709,0,7.4374,1.7709,0,7.0283,1.1225,1,0.2000
Haba. La,3,1367,683.5,11.65,15.82,15.45,7.7239,2.0742,8.8632,1.3045,7.7239,2.0742,0,7.7239,2.0742,0,7.0608,1.3045,1,0.2000
Mengabril,3,487,243.5,11.64,15.82,15.44,7.7189,2.0739,12.1648,1.3043,7.7189,2.0739,0,7.7189,2.0739,0,7.0578,1.3043,1,0.2000
Puebla del Prior,1,545,272.5,4.00,15.43,15.30,7.6501,1.8329,11.5772,1.1597,7.6501,1.8329,0,7.6501,1.8329,0,7.0696,1.1597,1,0.2000
Trujillanos,14,1439,719.5,16.62,30.94,20.68,10.3401,2.6769,10.3414,1.6661,10.3401,2.6769,0,10.3401,2.6769,0,8.6315,1.6661,1,0.2000
Talayuela,27,9222,4611.0,4.02,9.83,13.26,6.6302,1.6655,6.6492,1.0593,6.6302,1.6655,0,6.6302,1.6655,0,6.4411,1.0593,1,0.2000
Moraleja,20,7998,3999.0,3.09,6.65,12.14,6.0685,1.5422,6.3537,0.9853,6.0685,1.5422,0,6.0685,1.5422,0,6.0685,1.5422,0,0.2000
Montánchez,41,2040,1020.0,2.71,14.01,14.65,7.3274,1.7517,8.0219,1.1110,7.3274,1.7517,0,7.3274,1.7517,0,6.9623,1.1110,1,0.2000
Alconera,5,737,368.5,7.44,32.00,20.89,10.4451,2.4332,12.0592,1.5199,10.4451,2.4332,0,10.4451,2.4332,0,8.7463,1.5199,1,0.2000
Torremej¡a,14,2228,1114.0,16.07,30.94,20.48,10.2401,2.6604,9.6661,1.6562,9.6661,1.6562,1,9.6661,1.6562,1,8.5715,1.6562,1,0.2000
Casas de Reina,10,196,98.0,8.34,26.70,18.93,9.4628,2.3013,20.8328,1.4408,9.4628,2.3013,0,9.4628,2.3013,0,8.1467,1.4408,1,0.2000
Castuera,6,6594,3297.0,2.88,9.98,13.05,6.5261,1.6357,6.6948,1.0414,6.5261,1.6357,0,6.5261,1.6357,0,6.4330,1.0414,1,0.2000
Casatejada,27,1399,699.5,3.23,9.83,12.98,6.4902,1.6418,8.0811,1.0451,6.4902,1.6418,0,6.4902,1.6418,0,6.3571,1.0451,1,0.2000
Valencia de Alcántara,39,6178,3089.0,2.59,16.47,15.29,7.6431,1.8219,7.3905,1.1532,7.3905,1.1532,1,7.3905,1.1532,1,7.1284,1.1532,1,0.2000
Siruela,11,2192,1096.0,3.69,33.44,21.19,10.5971,2.3639,9.8988,1.4784,9.8988,1.4784,1,9.8988,1.4784,1,8.8756,1.4784,1,0.2000
Quintana de la Serena,6,5069,2534.5,2.57,9.98,12.94,6.4711,1.6264,6.7759,1.0359,6.4711,1.6264,0,6.4711,1.6264,0,6.4000,1.0359,1,0.2000
Villalba de los Barros,9,1654,827.0,14.89,18.53,15.92,7.9586,2.2527,8.6866,1.4116,7.9586,2.2527,0,7.9586,2.2527,0,7.2048,1.4116,1,0.2000
Feria,9,1341,670.5,14.72,18.53,15.86,7.9286,2.2476,9.0214,1.4086,7.9286,2.2476,0,7.9286,2.2476,0,7.1868,1.4086,1,0.2000
Malpartida de Plasencia,29,4627,2313.5,11.51,9.76,12.76,6.3786,1.8882,6.7674,1.1929,6.3786,1.8882,0,6.3786,1.8882,0,6.2715,1.1929,1,0.2000
Logrosán,45,2090,1045.0,1.63,26.24,18.44,9.2211,2.0860,9.1289,1.3116,9.1289,1.3116,1,9.1289,1.3116,1,8.0830,1.3116,1,0.2000
Aldeanueva del Camino,22,800,400.0,0.82,14.86,14.30,7.1497,1.7203,9.8148,1.0922,7.1497,1.7203,0,7.1497,1.7203,0,6.7396,1.0922,1,0.2000
Santos de Maimona. Los,9,8193,4096.5,13.93,18.53,15.59,7.7936,2.2239,7.3813,1.3944,7.3813,1.3944,1,7.3813,1.3944,1,7.1058,1.3944,1,0.2000
Trasierra,10,691,345.5,6.91,26.70,18.43,9.2128,2.2584,11.5456,1.4150,9.2128,2.2584,0,9.2128,2.2584,0,7.9967,1.4150,1,0.2000
Zafra,9,16424,8212.0,13.79,18.53,15.54,7.7686,2.2197,7.2134,1.3918,7.2134,1.3918,1,7.2134,1.3918,1,7.0908,1.3918,1,0.2000
Pueblonuevo del Guadiana,18,2018,1009.0,17.64,12.70,13.42,6.7081,2.1603,7.6637,1.3562,6.7081,2.1603,0,6.7081,2.1603,0,6.4400,1.3562,1,0.2000
Almaraz,27,1321,660.5,1.21,9.83,12.27,6.1352,1.5812,7.9737,1.0087,6.1352,1.5812,0,6.1352,1.5812,0,6.1352,1.5812,0,0.2000
Esparragalejo,14,1580,790.0,13.50,30.94,19.58,9.7901,2.5833,9.8563,1.6100,9.7901,2.5833,0,9.7901,2.5833,0,8.3015,1.6100,1,0.2000
Ribera del Fresno,1,3466,1733.0,0.60,15.43,14.11,7.0551,1.7309,7.3544,1.0985,7.0551,1.7309,0,7.0551,1.7309,0,6.7126,1.0985,1,0.2000
Malpartida de Cáceres,46,4469,2234.5,14.92,12.67,13.15,6.5729,2.0778,6.9032,1.3067,6.5729,2.0778,0,6.5729,2.0778,0,6.3654,1.3067,1,0.2000
Don Benito,3,35791,17895.5,8.11,15.82,14.21,7.1039,1.9680,6.7322,1.2408,6.7322,1.2408,1,6.7322,1.2408,1,6.6888,1.2408,1,0.2000
Atalaya,5,338,169.0,4.33,32.00,19.81,9.9051,2.3399,15.7395,1.4639,9.9051,2.3399,0,9.9051,2.3399,0,8.4223,1.4639,1,0.2000
Talavera la Real,4,5509,2754.5,3.21,21.80,15.58,7.7905,2.0004,7.5281,1.2602,7.5281,1.2602,1,7.5281,1.2602,1,7.1472,1.2602,1,0.2000
Coronada. La,3,2239,1119.5,5.44,15.82,13.27,6.6339,1.8879,7.4969,1.1927,6.6339,1.8879,0,6.6339,1.8879,0,6.4068,1.1927,1,0.2000
Olivenza,13,11852,5926.0,3.17,22.19,15.47,7.7337,2.0109,7.2511,1.2665,7.2511,1.2665,1,7.2511,1.2665,1,7.1076,1.2665,1,0.2000
Arroyo de San Serván,14,4276,2138.0,10.35,30.94,18.48,9.2401,2.4888,8.5287,1.5533,8.5287,1.5533,1,8.5287,1.5533,1,7.9715,1.5533,1,0.2000
Llerena,10,5997,2998.5,2.72,26.70,16.96,8.4778,2.1327,7.9036,1.3396,7.9036,1.3396,1,7.9036,1.3396,1,7.5557,1.3396,1,0.2000
Cáceres,46,93131,46565.5,11.23,12.67,11.86,5.9279,1.9671,5.9836,1.2403,5.9279,1.9671,0,5.9279,1.9671,0,5.9279,1.9671,0,0.2000
Plasencia,29,41148,20574.0,5.72,9.76,10.73,5.3636,1.7145,5.6789,1.0887,5.3636,1.7145,0,5.3636,1.7145,0,5.3636,1.7145,0,0.2000
Badajoz,18,148334,74167.0,10.40,12.70,10.89,5.4431,1.9431,5.6827,1.2259,5.4431,1.9431,0,5.4431,1.9431,0,5.4431,1.9431,0,0.2000
Casar de Cáceres,46,4879,2439.5,5.99,12.67,10.03,5.0129,1.8099,5.9202,1.1460,5.0129,1.8099,0,5.0129,1.8099,0,5.0129,1.8099,0,0.2000
Fuente del Maestre,9,6962,3481.0,2.68,18.53,11.65,5.8236,1.8864,6.2533,1.1919,5.8236,1.8864,0,5.8236,1.8864,0,5.8236,1.8864,0,0.2000
Calamonte,14,6178,3089.0,2.78,30.94,15.83,7.9151,2.2617,7.5537,1.4170,7.5537,1.4170,1,7.5537,1.4170,1,7.1765,1.4170,1,0.2000
