municipio,planta_id,poblacion,produccion_t,d_km,d_obra_km,C_loopA_euro_t,LC0_euro_hab,CE0_kg_hab,LC_S1_euro_hab,CE_S1_kg_hab,LC_S2_euro_hab,CE_S2_kg_hab,onsite_S2,LC_S2cap_euro_hab,CE_S2cap_kg_hab,onsite_S2cap,LC_S3_euro_hab,CE_S3_kg_hab,onsite_S3,credito_EF5_kg_hab
Fuente de Cantos,10,5039,2519.5,27.81,26.70,25.74,12.8678,2.8854,12.6772,2.6118,12.6772,2.6118,1,12.6772,2.6118,1,12.2501,2.6118,1,0.0500
Conquista de la Sierra,19,210,105.0,21.44,15.66,21.79,10.8946,2.3629,22.3099,2.1416,10.8946,2.3629,0,10.8946,2.3629,0,10.5374,2.1416,1,0.0500
Benquerencia,41,98,49.0,21.36,14.01,21.18,10.5924,2.3112,35.6434,2.0951,10.5924,2.3112,0,10.5924,2.3112,0,10.2991,2.0951,1,0.0500
Alcántara,44,1653,826.5,18.09,16.91,22.15,11.0745,2.3000,12.0795,2.0850,11.0745,2.3000,0,11.0745,2.3000,0,10.8657,2.0850,1,0.0500
Puebla de la Calzada,4,5903,2951.5,26.75,21.80,23.82,11.9105,2.7066,11.7429,2.4509,11.7429,2.4509,1,11.7429,2.4509,1,11.3924,2.4509,1,0.0500
Carmonita,41,581,290.5,20.97,14.01,21.04,10.5224,2.2995,14.3731,2.0846,10.5224,2.2995,0,10.5224,2.2995,0,10.2361,2.0846,1,0.0500
Higuera de la Serena,6,1043,521.5,21.66,9.98,19.62,9.8111,2.1991,11.8269,1.9942,9.8111,2.1991,0,9.8111,2.1991,0,9.5473,1.9942,1,0.0500
Cumbre. La,19,982,491.0,20.89,15.66,21.60,10.7996,2.3464,12.8655,2.1267,10.7996,2.3464,0,10.7996,2.3464,0,10.4519,2.1267,1,0.0500
Ruanes,41,68,34.0,20.72,14.01,20.95,10.4774,2.2920,46.7944,2.0778,10.4774,2.2920,0,10.4774,2.2920,0,10.1956,2.0778,1,0.0500
Corte de Peleas,4,1307,653.5,26.15,21.80,23.61,11.8055,2.6886,13.1377,2.4347,11.8055,2.6886,0,11.8055,2.6886,0,11.2979,2.4347,1,0.0500
Montijo,4,16236,8118.0,26.09,21.80,23.59,11.7955,2.6868,11.3699,2.4331,11.3699,2.4331,1,11.3699,2.4331,1,11.2889,2.4331,1,0.0500
Zarza-Capilla,7,403,201.5,12.88,5.46,17.86,8.9314,1.8003,14.8417,1.6353,8.9314,1.8003,0,8.9314,1.8003,0,8.9314,1.8003,0,0.0500
Torremocha,41,1038,519.0,20.32,14.01,20.81,10.4074,2.2800,12.3752,2.0670,10.4074,2.2800,0,10.4074,2.2800,0,10.1326,2.0670,1,0.0500
Torrecilla de los Ángeles,31,687,343.5,20.03,30.51,26.50,13.2487,2.7661,16.1628,2.5045,13.2487,2.7661,0,13.2487,2.7661,0,12.6930,2.5045,1,0.0500
Valdetorres,3,1331,665.5,28.46,15.82,21.33,10.6639,2.5785,12.0758,2.3356,10.6639,2.5785,0,10.6639,2.5785,0,10.2240,2.3356,1,0.0500
Maguilla,10,1084,542.0,26.08,26.70,25.14,12.5678,2.8335,14.2173,2.5651,12.5678,2.8335,0,12.5678,2.8335,0,11.9801,2.5651,1,0.0500
Mata de Alcántara,44,330,165.0,16.74,16.91,21.68,10.8395,2.2595,17.9313,2.0486,10.8395,2.2595,0,10.8395,2.2595,0,10.6542,2.0486,1,0.0500
Nogales,9,724,362.0,32.96,18.53,22.25,11.1236,2.7948,14.0643,2.5304,11.1236,2.7948,0,11.1236,2.7948,0,10.6409,2.5304,1,0.0500
Puebla de Alcocer,11,1272,636.0,21.42,33.44,27.40,13.7021,2.8958,14.8973,2.6212,13.7021,2.8958,0,13.7021,2.8958,0,13.0492,2.6212,1,0.0500
Valverde de la Vera,22,588,294.0,19.65,14.86,20.89,10.4447,2.2852,14.2519,2.0716,10.4447,2.2852,0,10.4447,2.2852,0,10.0500,2.0716,1,0.0500
Santa Marta,9,4322,2161.0,32.75,18.53,22.17,11.0836,2.7885,11.1537,2.5247,11.0836,2.7885,0,11.0836,2.7885,0,10.6049,2.5247,1,0.0500
Palomas,1,701,350.5,20.29,15.43,21.00,10.5001,2.3216,13.6165,2.1044,10.5001,2.3216,0,10.5001,2.3216,0,10.1296,2.1044,1,0.0500
Valdastillas,22,380,190.0,19.27,14.86,20.76,10.3797,2.2738,16.5207,2.0614,10.3797,2.2738,0,10.3797,2.2738,0,9.9915,2.0614,1,0.0500
Villar de Plasencia,22,229,114.5,19.26,14.86,20.75,10.3747,2.2735,20.8543,2.0611,10.3747,2.2735,0,10.3747,2.2735,0,9.9870,2.0611,1,0.0500
Almendral,13,1307,653.5,25.56,22.19,23.31,11.6537,2.6826,13.0011,2.4293,11.6537,2.6826,0,11.6537,2.6826,0,11.1557,2.4293,1,0.0500
Peraleda de la Mata,27,1453,726.5,20.26,9.83,18.94,9.4702,2.1527,10.8438,1.9524,9.4702,2.1527,0,9.4702,2.1527,0,9.1862,1.9524,1,0.0500
Garlitos,11,681,340.5,20.67,33.44,27.13,13.5671,2.8733,16.4815,2.6010,13.5671,2.8733,0,13.5671,2.8733,0,12.9277,2.6010,1,0.0500
Rebollar,22,237,118.5,18.79,14.86,20.59,10.2947,2.2594,20.4138,2.0484,10.2947,2.2594,0,10.2947,2.2594,0,9.9150,2.0484,1,0.0500
Bohonal de Ibor,27,535,267.5,19.95,9.83,18.83,9.4152,2.1434,13.7466,1.9441,9.4152,2.1434,0,9.4152,2.1434,0,9.1367,1.9441,1,0.0500
Arroyomolinos de la Vera,22,497,248.5,18.57,14.86,20.51,10.2547,2.2528,14.8594,2.0425,10.2547,2.2528,0,10.2547,2.2528,0,9.8790,2.0425,1,0.0500
Talaveruela de la Vera,22,365,182.5,18.52,14.86,20.49,10.2447,2.2513,16.6695,2.0411,10.2447,2.2513,0,10.2447,2.2513,0,9.8700,2.0411,1,0.0500
Zarza de Montánchez,41,619,309.5,18.56,14.01,20.20,10.1024,2.2272,13.7310,2.0195,10.1024,2.2272,0,10.1024,2.2272,0,9.8581,2.0195,1,0.0500
Torrecillas de la Tiesa,19,1179,589.5,18.49,15.66,20.76,10.3796,2.2744,12.0621,2.0619,10.3796,2.2744,0,10.3796,2.2744,0,10.0739,2.0619,1,0.0500
Puebla del Maestre,10,777,388.5,24.45,26.70,24.57,12.2828,2.7846,14.8720,2.5211,12.2828,2.7846,0,12.2828,2.7846,0,11.7236,2.5211,1,0.0500
Berzocana,45,528,264.0,18.53,26.24,24.36,12.1811,2.5930,16.2979,2.3487,12.1811,2.5930,0,12.1811,2.5930,0,11.7133,2.3487,1,0.0500
Villanueva de la Sierra,25,514,257.0,18.67,8.52,18.16,9.0804,2.0656,13.6362,1.8740,9.0804,2.0656,0,9.0804,2.0656,0,8.9981,1.8740,1,0.0500
Gata,31,1662,831.0,18.15,30.51,25.84,12.9187,2.7097,13.7310,2.4537,12.9187,2.7097,0,12.9187,2.7097,0,12.3960,2.4537,1,0.0500
Calzadilla,20,485,242.5,18.00,6.65,17.36,8.6785,1.9895,13.5653,1.8055,8.6785,1.9895,0,8.6785,1.9895,0,8.5179,1.8055,1,0.0500
Herguijuela,19,366,183.0,17.73,15.66,20.49,10.2446,2.2516,16.6508,2.0414,10.2446,2.2516,0,10.2446,2.2516,0,9.9524,2.0414,1,0.0500
Viandar de la Vera,22,266,133.0,17.64,14.86,20.18,10.0897,2.2249,19.0792,2.0174,10.0897,2.2249,0,10.0897,2.2249,0,9.7305,2.0174,1,0.0500
Valencia de las Torres,10,687,343.5,23.71,26.70,24.31,12.1528,2.7624,15.1766,2.5011,12.1528,2.7624,0,12.1528,2.7624,0,11.6066,2.5011,1,0.0500
Fuentes de León,8,2571,1285.5,17.39,12.07,19.14,9.5724,2.1338,10.1876,1.9354,9.5724,2.1338,0,9.5724,2.1338,0,9.3987,1.9354,1,0.0500
Roca de la Sierra. La,18,1526,763.0,34.59,12.70,19.35,9.6731,2.6688,10.9440,2.4169,9.6731,2.6688,0,9.6731,2.6688,0,9.3209,2.4169,1,0.0500
Navas del Madro¤o,44,1444,722.0,14.25,16.91,20.81,10.4045,2.1848,11.6954,1.9814,10.4045,2.1848,0,10.4045,2.1848,0,10.2627,1.9814,1,0.0500
Casas del Castañar,29,639,319.5,27.26,9.76,18.27,9.1336,2.3607,12.7326,2.1396,9.1336,2.3607,0,9.1336,2.3607,0,8.8646,2.1396,1,0.0500
Orellana la Vieja,3,3015,1507.5,25.73,15.82,20.38,10.1889,2.4966,10.5992,2.2619,10.1889,2.4966,0,10.1889,2.4966,0,9.7965,2.2619,1,0.0500
Casillas de Coria,20,470,235.0,17.45,6.65,17.17,8.5835,1.9730,13.6443,1.7907,8.5835,1.9730,0,8.5835,1.9730,0,8.4324,1.7907,1,0.0500
Aliseda,46,1982,991.0,32.41,12.67,19.27,9.6329,2.6025,10.5310,2.3573,9.6329,2.6025,0,9.6329,2.6025,0,9.2913,2.3573,1,0.0500
Valdemorales,41,230,115.0,17.21,14.01,19.72,9.8624,2.1867,20.3457,1.9830,9.8624,2.1867,0,9.8624,2.1867,0,9.6421,1.9830,1,0.0500
Caminomorisco,21,1258,629.0,15.53,21.42,22.32,11.1593,2.3586,12.6307,2.1378,11.1593,2.3586,0,11.1593,2.3586,0,10.9255,2.1378,1,0.0500
Tejeda de Tiétar,22,887,443.5,17.04,14.86,19.97,9.9847,2.2069,12.4047,2.0012,9.9847,2.2069,0,9.9847,2.2069,0,9.6360,2.0012,1,0.0500
Salvatierra de Santiago,41,302,151.0,16.92,14.01,19.62,9.8124,2.1780,17.7093,1.9752,9.8124,2.1780,0,9.8124,2.1780,0,9.5971,1.9752,1,0.0500
Albuera. La,4,1986,993.0,22.47,21.80,22.32,11.1605,2.5782,11.9032,2.3354,11.1605,2.5782,0,11.1605,2.5782,0,10.7174,2.3354,1,0.0500
Táliga,13,801,400.5,23.14,22.19,22.46,11.2287,2.6100,13.8269,2.3640,11.2287,2.6100,0,11.2287,2.6100,0,10.7732,2.3640,1,0.0500
Zarza. La,14,3563,1781.5,30.39,30.94,25.50,12.7501,3.0900,12.7767,2.7960,12.7501,3.0900,0,12.7501,3.0900,0,12.1026,2.7960,1,0.0500
Villasbuenas de Gata,31,456,228.0,16.53,30.51,25.28,12.6387,2.6611,17.4573,2.4100,12.6387,2.6611,0,12.6387,2.6611,0,12.1440,2.4100,1,0.0500
Puerto de Santa Cruz,19,393,196.5,16.29,15.66,19.99,9.9946,2.2084,15.9565,2.0025,9.9946,2.2084,0,9.9946,2.2084,0,9.7274,2.0025,1,0.0500
Alconchel,13,1951,975.5,22.27,22.19,22.16,11.0787,2.5839,11.8522,2.3405,11.0787,2.5839,0,11.0787,2.5839,0,10.6382,2.3405,1,0.0500
Holguera,29,758,379.0,25.91,9.76,17.80,8.8986,2.3202,11.9069,2.1032,8.8986,2.3202,0,8.8986,2.3202,0,8.6531,2.1032,1,0.0500
Aldea del Obispo. La,19,350,175.0,15.87,15.66,19.84,9.9196,2.1958,16.6705,1.9912,9.9196,2.1958,0,9.9196,2.1958,0,9.6599,1.9912,1,0.0500
Hornachos,1,3867,1933.5,16.65,15.43,19.73,9.8651,2.2124,10.1251,2.0061,9.8651,2.2124,0,9.8651,2.2124,0,9.5581,2.0061,1,0.0500
Zalamea de la Serena,6,3978,1989.0,16.48,9.98,17.81,8.9061,2.0437,9.2440,1.8544,8.9061,2.0437,0,8.9061,2.0437,0,8.7328,1.8544,1,0.0500
Madroñera,19,2916,1458.0,15.58,15.66,19.74,9.8696,2.1871,10.3400,1.9833,9.8696,2.1871,0,9.8696,2.1871,0,9.6149,1.9833,1,0.0500
Ibahernando,19,488,244.0,15.49,15.66,19.71,9.8546,2.1844,14.5921,1.9809,9.8546,2.1844,0,9.8546,2.1844,0,9.6014,1.9809,1,0.0500
Baterno,11,352,176.0,17.14,33.44,25.90,12.9521,2.7674,19.3592,2.5057,12.9521,2.7674,0,12.9521,2.7674,0,12.3742,2.5057,1,0.0500
Casares de las Hurdes,21,528,264.0,13.69,21.42,21.67,10.8343,2.3034,15.0858,2.0881,10.8343,2.3034,0,10.8343,2.3034,0,10.6330,2.0881,1,0.0500
Portezuelo,20,268,134.0,15.40,6.65,16.45,8.2235,1.9115,17.3295,1.7353,8.2235,1.9115,0,8.2235,1.9115,0,8.1084,1.7353,1,0.0500
Gargüera,29,132,66.0,25.14,9.76,17.53,8.7636,2.2971,27.4266,2.0824,8.7636,2.2971,0,8.7636,2.2971,0,8.5316,2.0824,1,0.0500
Santa Cruz de la Sierra,19,270,135.0,15.08,15.66,19.57,9.7846,2.1721,18.6654,1.9698,9.7846,2.1721,0,9.7846,2.1721,0,9.5384,1.9698,1,0.0500
Talarrubias,11,3630,1815.0,16.77,33.44,25.77,12.8871,2.7563,12.8871,2.4957,12.8871,2.4957,1,12.8871,2.4957,1,12.3157,2.4957,1,0.0500
Aldea del Cano,46,721,360.5,29.62,12.67,18.30,9.1479,2.5188,12.3006,2.2819,9.1479,2.5188,0,9.1479,2.5188,0,8.8548,2.2819,1,0.0500
San Vicente de Alcántara,39,5808,2904.0,14.85,16.47,19.58,9.7881,2.1897,9.8397,1.9858,9.7881,2.1897,0,9.7881,2.1897,0,9.5518,1.9858,1,0.0500
Valverde de Mérida,14,1159,579.5,27.91,30.94,24.63,12.3151,3.0156,13.8406,2.7290,12.3151,3.0156,0,12.3151,3.0156,0,11.7111,2.7290,1,0.0500
Torre de Don Miguel,31,568,284.0,14.21,30.51,24.46,12.2287,2.5915,16.0072,2.3474,12.2287,2.5915,0,12.2287,2.5915,0,11.7750,2.3474,1,0.0500
Ahillones,10,1052,526.0,20.34,26.70,23.13,11.5628,2.6613,13.3830,2.4101,11.5628,2.6613,0,11.5628,2.6613,0,11.0756,2.4101,1,0.0500
Hernán-Pérez,31,518,259.0,14.15,30.51,24.44,12.2187,2.5897,16.4231,2.3457,12.2187,2.5897,0,12.2187,2.5897,0,11.7660,2.3457,1,0.0500
Solana de los Barros,14,2826,1413.0,27.64,30.94,24.53,12.2651,3.0075,12.5232,2.7218,12.2651,3.0075,0,12.2651,3.0075,0,11.6661,2.7218,1,0.0500
Cachorrilla,20,93,46.5,14.18,6.65,16.02,8.0085,1.8749,34.6894,1.7024,8.0085,1.8749,0,8.0085,1.8749,0,7.9149,1.7024,1,0.0500
Higuera de Llerena,10,353,176.5,19.99,26.70,23.01,11.5028,2.6508,18.0347,2.4007,11.5028,2.6508,0,11.5028,2.6508,0,11.0216,2.4007,1,0.0500
Jarilla,22,154,77.0,13.81,14.86,18.84,9.4197,2.1100,25.3115,1.9140,9.4197,2.1100,0,9.4197,2.1100,0,9.1275,1.9140,1,0.0500
Salvatierra de los Barros,9,1788,894.0,26.76,18.53,20.08,10.0386,2.6088,11.0329,2.3630,10.0386,2.6088,0,10.0386,2.6088,0,9.6644,2.3630,1,0.0500
Tamurejo,11,259,129.5,15.37,33.44,25.28,12.6421,2.7143,21.6304,2.4579,12.6421,2.7143,0,12.6421,2.7143,0,12.0952,2.4579,1,0.0500
Garganta la Olla,22,1062,531.0,13.37,14.86,18.69,9.3447,2.0968,11.3643,1.9021,9.3447,2.0968,0,9.3447,2.0968,0,9.0600,1.9021,1,0.0500
Garbayuela,11,547,273.5,15.11,33.44,25.19,12.5971,2.7065,16.5078,2.4509,12.5971,2.7065,0,12.5971,2.7065,0,12.0547,2.4509,1,0.0500
Guijo de Coria,25,231,115.5,13.85,8.52,16.47,8.2354,1.9210,18.8344,1.7439,8.2354,1.9210,0,8.2354,1.9210,0,8.2354,1.9210,0,0.0500
Pasarón de la Vera,22,677,338.5,13.18,14.86,18.62,9.3097,2.0911,12.6715,1.8970,9.3097,2.0911,0,9.3097,2.0911,0,9.0285,1.8970,1,0.0500
Lobón,4,2723,1361.5,18.80,21.80,21.04,10.5205,2.4681,10.9865,2.2363,10.5205,2.4681,0,10.5205,2.4681,0,10.1414,2.2363,1,0.0500
Casas de Miravete,27,145,72.5,14.21,9.83,16.82,8.4102,1.9712,25.4106,1.7891,8.4102,1.9712,0,8.4102,1.9712,0,8.2322,1.7891,1,0.0500
Tornavacas,22,1181,590.5,12.69,14.86,18.45,9.2247,2.0764,11.0191,1.8837,9.2247,2.0764,0,9.2247,2.0764,0,8.9520,1.8837,1,0.0500
Santa Amalia,3,4326,2163.0,21.17,15.82,18.78,9.3889,2.3598,9.6279,2.1388,9.3889,2.3598,0,9.3889,2.3598,0,9.0765,2.1388,1,0.0500
Valencia del Ventoso,5,2249,1124.5,17.51,32.00,24.42,12.2101,2.7353,12.7007,2.4768,12.2101,2.7353,0,12.2101,2.7353,0,11.6683,2.4768,1,0.0500
Serrejón,27,444,222.0,13.65,9.83,16.63,8.3152,1.9544,13.7143,1.7740,8.3152,1.9544,0,8.3152,1.9544,0,8.1467,1.7740,1,0.0500
Higuera,27,100,50.0,13.55,9.83,16.59,8.2952,1.9514,33.0657,1.7713,8.2952,1.9514,0,8.2952,1.9514,0,8.1287,1.7713,1,0.0500
Villa del Campo,25,555,277.5,12.90,8.52,16.14,8.0704,1.8925,12.3678,1.7182,8.0704,1.8925,0,8.0704,1.8925,0,8.0704,1.8925,0,0.0500
Zarza de Granadilla,22,1864,932.0,12.17,14.86,18.27,9.1347,2.0608,10.1624,1.8697,9.1347,2.0608,0,9.1347,2.0608,0,8.8710,1.8697,1,0.0500
Pescueza,20,157,78.5,12.31,6.65,15.37,7.6835,1.8188,23.4387,1.6519,7.6835,1.8188,0,7.6835,1.8188,0,7.6224,1.6519,1,0.0500
Villa del Rey,44,157,78.5,8.93,16.91,18.94,9.4695,2.0252,25.0462,1.8377,9.4695,2.0252,0,9.4695,2.0252,0,9.4212,1.8377,1,0.0500
Esparragosa de la Serena,6,1088,544.0,12.64,9.98,16.46,8.2311,1.9285,10.3058,1.7507,8.2311,1.9285,0,8.2311,1.9285,0,8.1253,1.7507,1,0.0500
Puebla de Sancho P‚rez,5,2899,1449.5,16.65,32.00,24.12,12.0601,2.7095,12.3164,2.4536,12.0601,2.7095,0,12.0601,2.7095,0,11.5333,2.4536,1,0.0500
Santibáñez el Alto,31,436,218.0,11.65,30.51,23.57,11.7837,2.5147,16.9393,2.2782,11.7837,2.5147,0,11.7837,2.5147,0,11.3745,2.2782,1,0.0500
Cañamero,45,1787,893.5,11.88,26.24,22.03,11.0161,2.3935,11.9135,2.1691,11.0161,2.3935,0,11.0161,2.3935,0,10.6648,2.1691,1,0.0500
Segura de León,8,2140,1070.0,11.36,12.07,17.04,8.5224,1.9529,9.4384,1.7726,8.5224,1.9529,0,8.5224,1.9529,0,8.4537,1.7726,1,0.0500
Riolobos,29,1257,628.5,21.35,9.76,16.20,8.0986,2.1834,9.8776,1.9801,8.0986,2.1834,0,8.0986,2.1834,0,7.9331,1.9801,1,0.0500
Cuacos de Yuste,22,915,457.5,11.32,14.86,17.97,8.9847,2.0353,11.4185,1.8467,8.9847,2.0353,0,8.9847,2.0353,0,8.7360,1.8467,1,0.0500
Alange,14,2005,1002.5,24.97,30.94,23.60,11.8001,2.9274,12.4670,2.6497,11.8001,2.9274,0,11.8001,2.9274,0,11.2476,2.6497,1,0.0500
Pozuelo de Zarzón,25,564,282.0,11.77,8.52,15.74,7.8704,1.8586,12.1160,1.6877,7.8704,1.8586,0,7.8704,1.8586,0,7.8704,1.8586,0,0.0500
Villar de Rena,3,1457,728.5,19.68,15.82,18.26,9.1289,2.3151,10.5319,2.0986,9.1289,2.3151,0,9.1289,2.3151,0,8.8425,2.0986,1,0.0500
Malpartida de la Serena,6,662,331.0,11.89,9.98,16.20,8.1011,1.9060,11.6674,1.7304,8.1011,1.9060,0,8.1011,1.9060,0,8.0083,1.7304,1,0.0500
Valdefuentes,41,1415,707.5,11.13,14.01,17.60,8.8024,2.0043,10.2890,1.8189,8.8024,2.0043,0,8.8024,2.0043,0,8.6881,1.8189,1,0.0500
Trujillo,19,9822,4911.0,10.96,15.66,18.13,9.0646,2.0485,9.0127,1.8586,9.0127,1.8586,1,9.0127,1.8586,1,8.8904,1.8586,1,0.0500
Casas de Don Gómez,20,347,173.5,11.16,6.65,14.96,7.4785,1.7843,14.5353,1.6208,7.4785,1.7843,0,7.4785,1.7843,0,7.4379,1.6208,1,0.0500
Aceituna,25,617,308.5,11.26,8.52,15.56,7.7804,1.8433,11.6542,1.6740,7.7804,1.8433,0,7.7804,1.8433,0,7.7804,1.8433,0,0.0500
Fuente del Arco,10,750,375.0,16.86,26.70,21.91,10.9528,2.5569,13.7909,2.3162,10.9528,2.5569,0,10.9528,2.5569,0,10.5266,2.3162,1,0.0500
Villar del Rey,18,2386,1193.0,27.72,12.70,16.95,8.4731,2.4627,9.2735,2.2314,8.4731,2.4627,0,8.4731,2.4627,0,8.2409,2.2314,1,0.0500
Belvís de Monroy,27,670,335.0,11.49,9.83,15.87,7.9352,1.8896,11.4731,1.7156,7.9352,1.8896,0,7.9352,1.8896,0,7.8047,1.7156,1,0.0500
Aljucén,14,252,126.0,23.94,30.94,23.24,11.6201,2.8965,20.9787,2.6219,11.6201,2.8965,0,11.6201,2.8965,0,11.0856,2.6219,1,0.0500
Morera. La,9,752,376.0,23.30,18.53,18.86,9.4286,2.5050,12.4102,2.2695,9.4286,2.5050,0,9.4286,2.5050,0,9.1154,2.2695,1,0.0500
Romangordo,27,224,112.0,11.16,9.83,15.76,7.8802,1.8797,18.8529,1.7067,7.8802,1.8797,0,7.8802,1.8797,0,7.7552,1.7067,1,0.0500
Risco,11,166,83.0,11.73,33.44,24.01,12.0071,2.6051,26.4666,2.3596,12.0071,2.6051,0,12.0071,2.6051,0,11.5237,2.3596,1,0.0500
San Pedro de Mérida,14,880,440.0,23.26,30.94,23.00,11.5001,2.8761,13.7910,2.6035,11.5001,2.8761,0,11.5001,2.8761,0,10.9776,2.6035,1,0.0500
Casas del Monte,22,766,383.0,9.58,14.86,17.36,8.6797,1.9831,11.6754,1.7998,8.6797,1.9831,0,8.6797,1.9831,0,8.4615,1.7998,1,0.0500
Hinojosa del Valle,1,558,279.0,10.36,15.43,17.53,8.7651,2.0237,12.9689,1.8363,8.7651,2.0237,0,8.7651,2.0237,0,8.5681,1.8363,1,0.0500
Torremayor,14,1004,502.0,23.12,30.94,22.95,11.4751,2.8719,13.4176,2.5997,11.4751,2.8719,0,11.4751,2.8719,0,10.9551,2.5997,1,0.0500
Huélaga,20,196,98.0,9.55,6.65,14.40,7.1985,1.7360,19.8338,1.5774,7.1985,1.7360,0,7.1985,1.7360,0,7.1859,1.5774,1,0.0500
Alcuéscar,41,3010,1505.0,9.23,14.01,16.93,8.4674,1.9473,9.0512,1.7676,8.4674,1.9473,0,8.4674,1.9473,0,8.3866,1.7676,1,0.0500
Toril,27,179,89.5,10.27,9.83,15.44,7.7202,1.8530,21.5147,1.6827,7.7202,1.8530,0,7.7202,1.8530,0,7.6112,1.6827,1,0.0500
Torreorgaz,46,1764,882.0,24.30,12.67,16.44,8.2179,2.3592,9.4134,2.1383,8.2179,2.3592,0,8.2179,2.3592,0,8.0178,2.1383,1,0.0500
Cabeza del Buey,7,5411,2705.5,1.54,5.46,13.89,6.9464,1.4601,7.3138,1.3291,6.9464,1.4601,0,6.9464,1.4601,0,6.9464,1.4601,0,0.0500
Valdeobispo,29,761,380.5,19.06,9.76,15.40,7.6986,2.1147,10.8139,1.9182,7.6986,2.1147,0,7.6986,2.1147,0,7.5731,1.9182,1,0.0500
Robledillo de Gata,31,124,62.0,9.03,30.51,22.65,11.3237,2.4361,30.9526,2.2075,11.3237,2.4361,0,11.3237,2.4361,0,10.9605,2.2075,1,0.0500
Benquerencia de la Serena,6,948,474.0,9.68,9.98,15.43,7.7161,1.8397,10.1816,1.6708,7.7161,1.8397,0,7.7161,1.8397,0,7.6618,1.6708,1,0.0500
Villafranca de los Barros,1,13356,6678.0,9.80,15.43,17.33,8.6651,2.0069,8.5858,1.8212,8.5858,1.8212,1,8.5858,1.8212,1,8.4781,1.8212,1,0.0500
Valdehúncar,27,212,106.0,9.92,9.83,15.32,7.6602,1.8425,19.2867,1.6732,7.6602,1.8425,0,7.6602,1.8425,0,7.5572,1.6732,1,0.0500
Villanueva de la Serena,3,25838,12919.0,17.14,15.82,17.37,8.6839,2.2389,8.5123,2.0300,8.5123,2.0300,1,8.5123,2.0300,1,8.4420,2.0300,1,0.0500
Navaconcejo,22,2074,1037.0,8.54,14.86,17.00,8.4997,1.9519,9.4551,1.7717,8.4997,1.9519,0,8.4997,1.9519,0,8.2995,1.7717,1,0.0500
Medell¡n,3,2337,1168.5,17.05,15.82,17.34,8.6689,2.2362,9.4718,2.0276,8.6689,2.2362,0,8.6689,2.2362,0,8.4285,2.0276,1,0.0500
Arroyomolinos,41,999,499.5,8.47,14.01,16.66,8.3324,1.9245,10.6017,1.7471,8.3324,1.9245,0,8.3324,1.9245,0,8.2651,1.7471,1,0.0500
Aldehuela de Jerte,29,338,169.0,18.43,9.76,15.18,7.5886,2.0958,14.8262,1.9012,7.5886,2.0958,0,7.5886,2.0958,0,7.4741,1.9012,1,0.0500
Almendralejo,9,33588,16794.0,21.51,18.53,18.24,9.1186,2.4513,8.8812,2.2212,8.8812,2.2212,1,8.8812,2.2212,1,8.8364,2.2212,1,0.0500
Rena,3,669,334.5,16.86,15.82,17.27,8.6339,2.2305,12.1075,2.0224,8.6339,2.2305,0,8.6339,2.2305,0,8.3970,2.0224,1,0.0500
Aldeanueva de la Vera,22,2275,1137.5,8.31,14.86,16.92,8.4597,1.9450,9.3126,1.7655,8.4597,1.9450,0,8.4597,1.9450,0,8.2635,1.7655,1,0.0500
Valdelacalzada,18,2804,1402.0,25.48,12.70,16.17,8.0831,2.3955,8.7663,2.1709,8.0831,2.3955,0,8.0831,2.3955,0,7.8899,2.1709,1,0.0500
Guijo de Santa Bárbara,22,410,205.0,8.14,14.86,16.86,8.4297,1.9399,14.2843,1.7609,8.4297,1.9399,0,8.4297,1.9399,0,8.2365,1.7609,1,0.0500
Guijo de Galisteo,25,1611,805.5,8.51,8.52,14.60,7.3004,1.7608,8.7222,1.5997,7.3004,1.7608,0,7.3004,1.7608,0,7.3004,1.7608,0,0.0500
Collado,22,201,100.5,7.98,14.86,16.80,8.3997,1.9351,20.5975,1.7566,8.3997,1.9351,0,8.3997,1.9351,0,8.2095,1.7566,1,0.0500
Torre de Santa María,41,632,316.0,7.86,14.01,16.45,8.2274,1.9062,11.9604,1.7306,8.2274,1.9062,0,8.2274,1.9062,0,8.1706,1.7306,1,0.0500
Granja. La,22,361,180.5,7.78,14.86,16.73,8.3647,1.9291,15.0534,1.7512,8.3647,1.9291,0,8.3647,1.9291,0,8.1780,1.7512,1,0.0500
Lapa. La,9,296,148.0,20.77,18.53,17.98,8.9886,2.4291,17.1357,2.2012,8.9886,2.4291,0,8.9886,2.4291,0,8.7194,2.2012,1,0.0500
Burguillos del Cerro,5,3286,1643.0,12.56,32.00,22.69,11.3451,2.5868,11.5714,2.3431,11.3451,2.5868,0,11.3451,2.5868,0,10.8898,2.3431,1,0.0500
Majadas,27,1297,648.5,8.77,9.83,14.92,7.4602,1.8080,9.2417,1.6422,7.4602,1.8080,0,7.4602,1.8080,0,7.3772,1.6422,1,0.0500
Arroyo de la Luz,46,6517,3258.5,22.81,12.67,15.91,7.9529,2.3145,8.1413,2.0981,7.9529,2.3145,0,7.9529,2.3145,0,7.7793,2.0981,1,0.0500
Nuñomoral,21,1435,717.5,5.95,21.42,18.96,9.4793,2.0712,10.8736,1.8791,9.4793,2.0712,0,9.4793,2.0712,0,9.4135,1.8791,1,0.0500
